#TIME	REQUESTED	accelerate	bash	conda	pip3	python	sps	tmux: client	tmux: server	zsh
1463	16	0.52524	0	0	0	1.46528	0.0138096	0	4.49712e-08	0.00110523
1464	16	0.487723	0	0	0	1.51406	0.013816	0	4.49712e-08	0.00110482
1465	16	0.426758	0	0	0	1.4974	0.0138173	0	4.49712e-08	0.00110399
1466	16	0.401654	0	0	0	1.4363	0.0138236	0	4.49712e-08	0.00110357
1467	16	0.325149	0	0	0	1.26654	0.0138092	0	4.49712e-08	0.00110192
1468	16	0.310369	0	0	0	1.43316	0.0138156	0	4.49712e-08	0.0011015
1469	16	0.284505	0	0	0	1.4875	0.0138226	0	4.49712e-08	0.00110068
1470	16	0.252894	0	0	0	1.46603	0.0138188	0	4.49712e-08	0.00109944
1471	16	0.243862	0	0	0	1.5625	0.0138195	0	4.49712e-08	0.00109903
1472	16	0.227604	0	0	0	1.59014	0.0138151	0	4.49711e-08	0.00109821
1473	16	0.213379	0	0	0	1.60714	0.0138164	0	4.49711e-08	0.00109739
1474	16	0.195089	0	0	0	1.57661	0.0138127	0	4.49711e-08	0.00109616
1475	16	0.18967	0	0	0	1.66016	0.0138191	0	4.49711e-08	0.00109575
1476	16	0.179688	0	0	0	1.67509	0.0138204	0	4.49711e-08	0.00109493
1477	16	0.16654	0	0	0	1.64611	0.0138167	0	4.49711e-08	0.00109371
1478	16	0.158794	0	0	0	1.66266	0.013818	0	4.49711e-08	0.00109289
1479	16	0.155185	0	0	0	1.72109	0.0138186	0	4.49711e-08	0.00109249
1480	16	0.148438	0	0	0	1.73363	0.0138199	0	4.49711e-08	0.00109167
1481	16	0.139349	0	0	0	1.7059	0.0138163	0	4.49711e-08	0.00109046
1482	16	0.136562	0	0	0	1.75136	0.0138225	0	4.49711e-08	0.00109005
1483	16	0.13131	0	0	0	1.76009	0.0138182	0	4.49711e-08	0.00108924
1484	16	0.124148	0	0	0	1.73315	0.0138145	0	4.49711e-08	0.00108803
1485	16	0.119792	0	0	0	1.74116	0.0138158	0	4.4971e-08	0.00108723
1486	16	0.117726	0	0	0	1.78183	0.0138221	0	4.4971e-08	0.00108683
1487	16	0.111936	0	0	0	1.75822	0.0138128	0	4.4971e-08	0.00108562
1488	16	0.108383	0	0	0	1.7643	0.0138141	0	4.4971e-08	0.00108482
1489	16	0.106689	0	0	0	1.80026	0.0138204	0	4.4971e-08	0.00108442
1490	16	0.103456	0	0	0	1.8057	0.0138217	0	4.4971e-08	0.00108362
1491	16	0.0989583	0	0	0	1.78341	0.013818	0	4.4971e-08	0.00108242
1492	16	0.0961708	0	0	0	1.79314	0.0138137	0	4.62559e-08	0.00108162
1493	16	0.092272	0	0	0	1.77679	0.0138101	0	4.62559e-08	0.00108043
1494	16	0.0910417	0	0	0	1.80964	0.0138219	0	4.62559e-08	0.00108003
1495	16	0.0886769	0	0	0	1.81635	0.0138176	0	4.62559e-08	0.00107924
1496	16	0.0853516	0	0	0	1.79831	0.0138084	0	4.62558e-08	0.00107805
1497	16	0.0832698	0	0	0	1.80509	0.0138097	0	4.62558e-08	0.00107726
1498	16	0.0822666	0	0	0	1.83505	0.0138159	0	4.62558e-08	0.00107686
1499	16	0.0793968	0	0	0	1.81917	0.0138123	0	4.62558e-08	0.00107568
1500	16	0.0775923	0	0	0	1.82217	0.0138136	0	4.62558e-08	0.00107489
1501	16	0.0767205	0	0	0	1.84835	0.0138142	0	4.62558e-08	0.0010745
1502	16	0.0734207	0	0	0	1.80987	0.0138057	0	4.62558e-08	0.00107293
1503	16	0.0726396	0	0	0	1.83385	0.0138119	0	4.62558e-08	0.00107254
1504	16	0.0711263	0	0	0	1.83781	0.0138132	0	4.62558e-08	0.00107175
1505	16	0.068971	0	0	0	1.82122	0.0138096	0	4.62558e-08	0.00107058
1506	16	0.0682812	0	0	0	1.84635	0.0138157	0	4.75407e-08	0.00107019
1507	16	0.0669424	0	0	0	1.8514	0.0138115	0	4.75406e-08	0.00106941
1508	16	0.0650298	0	0	0	1.83679	0.0138079	0	4.75406e-08	0.00106824
